LotArea,OverallQual,OverallCond,YearBuilt,BsmtQual,BsmtExposure,TotalBsmtSF,CentralAir,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,Neighborhood_Crawfor,Neighborhood_NridgHt,Neighborhood_StoneBr,BsmtGLQ,HeatingQC_Ex,Baths,TotalPorch,SalePrice
9.333442569110169,6,5,1954,2,1,1367,1,1375,0,1,1,2,0,0,0,0.0,1,1.0,30,140000
9.334061298965944,7,5,2003,3,1,840,1,1668,0,2,0,2,0,0,0,0.0,1,2.5,212,180000
8.584851839890053,3,2,1940,2,1,728,1,1306,0,0,0,0,0,0,0,0.0,1,1.0,263,76500
8.465899897028686,8,5,2006,3,4,1573,1,1625,1,2,1,2,1,0,0,1.0,1,2.9,276,235000
9.031931152002144,6,5,2004,3,1,798,1,1640,0,2,0,2,0,0,0,0.0,1,2.5,183,173000
9.143131622282732,6,7,1964,3,4,1302,1,1302,0,2,0,1,0,0,0,0.0,1,2.3,333,158000
9.035986984831405,5,6,1957,2,1,1314,1,1314,1,1,0,1,0,0,0,0.0,0,1.6,250,145000
9.075436609511383,7,5,1999,3,1,975,1,2291,0,2,1,2,0,0,0,0.0,1,2.5,192,230000
9.081483749851179,6,5,2003,3,1,864,1,1728,0,2,0,2,0,0,0,0.0,1,2.5,272,207500
9.084096645401932,7,5,2006,3,1,1604,1,1604,1,2,1,2,0,0,0,1.0,1,3.1,233,220000
9.428270356237505,7,5,2001,3,1,963,1,1792,0,2,1,2,0,0,0,1.0,1,2.5,341,231500
9.44951474036292,5,5,1956,0,0,0,1,882,0,1,0,1,0,0,0,0.0,0,1.0,45,97000
9.867653099526912,6,5,1962,2,4,1362,1,1382,1,1,1,2,0,0,0,0.0,0,1.6,252,176000
9.168267595554276,8,5,2007,4,1,1482,1,2574,0,3,1,3,0,0,0,0.0,1,2.5,148,276000
9.044403844431553,6,7,1977,3,3,506,1,1212,1,1,1,2,0,0,0,0.0,0,1.6,304,151000
8.612503371220562,5,7,1929,2,1,926,1,1316,1,1,0,2,0,0,0,0.0,0,1.6,0,130000
8.562548893137034,5,5,1925,1,1,680,0,764,0,1,0,2,0,0,0,0.0,0,1.0,0,73000
9.400133943608838,6,6,1981,3,1,1422,1,1422,0,2,1,2,0,0,0,1.0,0,2.0,276,175500
9.324293862052027,6,5,1997,3,3,802,1,1511,1,1,1,2,0,0,0,1.0,0,3.1,170,185000
9.035986984831405,5,8,1939,2,1,720,1,2192,0,2,1,1,0,0,0,0.0,1,2.5,286,179500
8.83927669058535,5,6,1940,2,1,740,1,778,0,1,1,1,0,0,0,0.0,1,1.0,25,120500
8.976767625171432,6,7,1976,2,1,1143,1,1113,1,1,1,1,0,0,0,0.0,0,2.1,400,148000
9.280612424961516,8,5,2006,3,2,1095,1,1939,0,2,1,3,0,0,0,0.0,0,2.5,243,266000
10.573980042531268,7,7,1954,3,4,1385,1,1363,1,1,2,2,0,0,0,0.0,1,1.6,81,241500
9.372799299673886,8,7,1999,3,1,1152,1,2270,0,2,1,3,0,0,0,1.0,1,2.5,189,290000
9.169518377455928,6,6,1958,2,1,1240,1,1632,1,1,1,1,0,0,0,0.0,0,2.6,289,139000
9.025696119812585,5,7,1982,2,4,816,1,816,0,1,0,1,0,0,0,0.0,0,1.0,168,124500
8.890685920281129,7,7,1925,2,1,952,0,1548,0,3,0,2,0,0,0,0.0,0,2.5,218,205000
9.126523885883072,7,5,2003,4,1,1560,1,1560,0,2,0,2,0,0,0,0.0,1,2.0,250,201000
9.859431166339206,4,5,1951,2,1,864,1,864,0,1,0,2,0,0,0,0.0,1,1.0,0,141000
9.57844969354058,9,5,2006,4,4,2121,1,2121,0,3,1,3,0,1,0,0.0,1,2.5,364,415298
9.210840247017831,7,5,1977,3,1,1160,1,2022,0,1,1,2,0,0,0,0.0,1,2.5,405,192000
9.331406899955626,7,6,1989,3,3,807,1,1982,0,2,1,2,0,0,0,1.0,0,2.5,280,228500
8.881836305004146,6,5,2006,3,1,1262,1,1262,0,2,0,2,0,0,0,1.0,0,2.0,120,185000
8.52971447196991,7,5,2007,3,1,1314,1,1314,1,2,1,2,0,1,0,1.0,1,2.6,234,207500
9.17076759685636,8,5,2008,3,1,1468,1,1468,0,2,1,3,0,0,0,0.0,1,2.0,360,244600
8.988695696785708,6,5,1992,3,1,1575,1,1575,1,2,0,2,0,0,0,1.0,0,2.6,52,179200
8.354909528358789,7,5,2006,3,1,625,1,1250,0,2,0,2,0,0,0,0.0,1,2.5,54,164700
9.188708071849069,6,7,1962,2,1,912,1,1734,0,2,1,2,0,0,0,0.0,0,1.5,128,159000
9.002701007197938,4,4,1971,2,1,858,1,858,0,1,0,0,0,0,0,0.0,0,1.0,0,88000
9.192074563169289,5,5,1967,2,1,882,1,900,0,1,0,1,0,0,0,0.0,0,1.0,0,122000
9.074520648833648,6,7,1915,2,1,698,1,1396,0,1,0,1,0,0,0,0.0,1,1.0,259,153575
9.655731072956666,8,5,2006,3,3,1079,1,1919,0,2,1,2,0,0,0,0.0,1,2.5,51,233230
8.645938147306799,5,6,1912,2,1,780,0,1716,1,0,0,0,0,0,0,0.0,1,2.6,184,135900
9.342157796596368,5,4,1949,2,1,768,1,1716,0,1,1,1,0,0,0,0.0,0,1.5,160,131000
9.720705889909716,7,7,1977,2,1,795,1,2263,1,2,1,2,0,0,0,0.0,0,3.1,250,235000
9.169518377455928,6,5,1953,2,1,1416,1,1644,1,1,2,2,0,0,0,1.0,0,1.6,110,167000
8.979290649090876,6,6,1984,2,3,1003,1,1003,1,1,0,2,0,0,0,1.0,0,1.6,120,142500
9.52588077255636,5,5,1950,2,1,910,1,1558,0,1,0,1,0,0,0,0.0,0,1.5,289,152000
9.367344120785848,6,6,1968,2,1,702,1,1743,0,1,1,2,0,0,0,0.0,0,2.3,224,175000
9.546812608597397,6,8,1950,2,1,1092,1,1152,0,2,1,1,1,0,0,0.0,1,1.3,36,158500
9.66459564425378,5,5,1953,2,2,1165,1,1336,1,1,2,1,1,0,0,0.0,0,1.6,0,157000
9.69437017295501,8,5,1998,3,1,1028,1,2452,0,2,1,2,0,0,0,1.0,1,2.5,258,267000
9.525443040003957,7,5,2001,3,1,1541,1,1541,0,2,1,3,0,0,0,0.0,1,2.0,549,205000
9.190137664658664,5,7,1972,2,1,894,1,894,1,1,0,2,0,0,0,0.0,0,1.6,256,149900
9.819344784423699,7,9,1880,2,1,1470,1,3493,0,2,1,3,0,0,0,0.0,1,3.0,302,295000
9.248214024404264,8,5,2004,3,1,2000,1,2000,1,2,0,3,0,0,0,1.0,1,2.6,168,305900
9.508517181520604,7,5,1990,3,1,700,1,2243,1,2,1,3,0,0,0,0.0,0,3.1,395,225000
8.977146484808472,6,7,1920,2,1,319,1,1406,0,0,0,0,0,0,0,0.0,0,1.0,144,89500
9.420763358881013,4,5,1940,2,1,861,1,861,0,1,0,2,0,0,0,0.0,1,1.0,158,82500
9.423675982299306,9,5,2003,4,4,1896,1,1944,1,3,3,3,0,1,0,1.0,1,2.6,383,360000
8.947025655972698,6,5,1993,3,1,697,1,1501,0,2,1,2,0,0,0,0.0,0,2.5,253,165600
8.987196820661973,6,6,1948,2,1,972,1,972,1,1,1,1,0,0,0,0.0,1,1.6,0,132000
8.96187901267768,5,7,1939,3,2,793,1,1118,1,1,1,2,0,0,0,0.0,0,1.6,271,119900
9.169518377455928,7,7,1925,2,1,728,1,1641,0,3,1,2,0,0,0,0.0,1,1.8,234,178000
8.961237781491876,7,5,2004,3,1,716,1,1432,1,2,1,2,0,0,0,1.0,1,3.1,151,188500
9.473089177882752,7,7,1980,3,1,845,1,2353,1,3,1,2,0,0,0,1.0,0,3.1,483,260000
9.104979856318355,8,5,2006,3,3,1088,1,1959,0,2,1,3,0,0,0,0.0,1,2.5,254,270000
9.200290036122679,7,5,1993,3,4,1347,1,2646,1,2,1,3,0,0,0,1.0,1,3.1,544,260000
9.55499334068759,7,5,1980,3,3,1372,1,1472,1,1,2,2,0,0,0,1.0,0,2.6,281,187500
9.696401880595557,9,5,2006,4,3,1249,1,2596,0,2,0,3,0,1,0,0.0,1,3.5,394,342643
9.400878083541476,8,5,2004,4,3,1136,1,2468,1,2,1,3,0,1,0,1.0,1,3.1,338,354000
9.247636156719881,7,5,1986,2,4,1502,1,2730,1,2,1,2,0,0,0,0.0,1,3.1,297,301000
8.669055540725484,3,8,1955,2,1,1162,1,1163,1,1,0,1,0,0,0,0.0,1,1.6,240,126175
9.33034316437088,7,7,1967,3,1,710,1,2978,0,2,1,2,0,0,0,0.0,1,2.5,240,242000
8.517193191416238,5,6,1941,2,3,720,0,803,0,1,0,2,0,0,0,0.0,0,1.0,244,87000
9.291551627401006,8,5,1993,3,4,1719,1,1719,2,2,2,2,0,0,0,1.0,1,2.7,152,324000
9.358760377094457,6,5,1960,2,1,1383,1,1383,0,1,0,1,0,0,0,0.0,0,1.5,45,145250
9.383284766957539,6,6,1916,2,1,844,0,2134,0,2,0,2,0,0,0,0.0,0,2.0,328,214500
8.764365720529808,5,5,1920,2,2,596,0,1192,0,1,0,1,0,0,0,0.0,0,1.0,137,78000
9.270870871716212,5,4,1964,2,1,1728,1,1728,0,1,0,1,0,0,0,1.0,0,2.3,155,119000
9.008958312443486,5,6,1958,2,1,1056,1,1056,1,1,0,1,0,0,0,0.0,0,1.6,0,139000
9.273784544532717,8,5,2003,3,1,3206,1,1629,1,2,1,3,0,1,0,1.0,1,2.6,0,284000
9.011645501064283,7,5,2004,3,3,1358,1,1358,1,2,1,2,0,1,0,1.0,1,2.6,222,207000
9.109635667854553,6,5,1998,3,4,943,1,1638,1,1,2,2,0,0,0,1.0,0,3.1,138,192000
9.557964480394498,9,5,2005,4,4,1922,1,1922,1,2,1,3,0,0,1,1.0,1,2.6,229,377426
9.119868468812108,7,5,2002,3,3,1536,1,1536,1,2,0,2,0,0,0,1.0,1,2.6,266,214000
9.557116483735667,7,7,1984,3,2,1208,1,1621,1,2,0,2,0,0,0,0.0,1,2.6,153,202500
9.425451751593128,6,7,1958,2,1,1215,1,1215,0,1,0,1,0,0,0,0.0,0,1.0,234,155000
9.560363239834537,8,5,2002,3,1,967,1,1908,0,2,0,2,0,0,0,0.0,1,2.5,135,202900
9.035986984831405,4,4,1950,2,1,721,1,841,0,1,0,1,0,0,0,0.0,0,1.0,274,82000
9.052984561199976,3,4,1949,0,0,0,0,1040,0,1,0,2,0,0,0,0.0,0,2.0,0,87500
9.08805973726735,9,5,2005,4,1,1684,1,1684,0,3,1,2,0,1,0,1.0,1,2.0,567,266000
7.860185057472164,5,3,1976,3,1,536,1,1112,0,1,0,1,0,0,0,0.0,0,1.5,182,85000
8.769507120030228,6,5,1939,2,1,972,1,1577,0,0,1,1,0,0,0,0.0,0,1.0,0,140200
9.455010553834672,6,8,1960,2,2,958,1,958,0,1,0,1,0,0,0,0.0,0,1.0,0,151500
9.775654181026242,6,5,1960,2,1,1478,1,1478,1,1,2,2,0,0,0,0.0,1,2.6,40,157500
7.803026643632218,7,5,2003,3,1,764,1,1626,1,2,0,2,0,1,0,1.0,1,3.1,27,154000
9.924808634239813,9,5,2005,4,1,1848,1,2728,1,3,2,3,0,1,0,1.0,1,3.1,0,437154
8.964439833539357,9,5,2007,4,1,1869,1,1869,0,3,1,2,0,1,0,0.0,1,2.0,264,318061
8.569975376855206,7,5,1986,3,4,1453,1,1453,1,2,1,2,0,0,0,1.0,0,2.1,264,190000
9.114269903225447,5,6,1941,2,2,616,0,1111,0,1,0,1,0,0,0,0.0,0,1.3,48,95000
9.05017161982336,6,8,1928,2,1,624,1,720,0,1,0,2,0,0,0,0.0,0,1.0,106,105900
9.035986984831405,6,5,1940,2,1,940,1,1595,0,1,2,1,0,0,0,0.0,1,1.0,108,140000
9.328034514792826,6,5,1995,3,1,1200,1,1200,1,2,0,2,0,0,0,0.0,1,2.6,26,177500
9.13216259091216,6,6,1992,3,1,1158,1,1167,1,2,0,2,0,0,0,1.0,0,2.6,146,173000
8.348537825386098,5,5,1976,3,1,1142,1,1142,1,1,1,2,0,0,0,0.0,0,2.1,626,134000
8.84361509218395,5,4,1958,2,3,1062,1,1352,0,2,0,1,0,0,0,0.0,1,1.3,462,130000
9.39357817555449,8,5,1998,3,3,1086,1,1924,1,2,1,2,0,0,0,1.0,1,3.1,657,280000
8.927977461002001,6,6,1978,3,3,888,1,912,1,1,1,2,0,0,0,1.0,1,1.6,192,156000
9.12085320547465,5,5,1940,2,1,883,1,1505,1,1,0,1,0,0,0,0.0,0,1.6,0,145000
8.895766604056085,7,5,2003,0,0,0,1,1922,0,2,1,2,0,0,0,0.0,1,3.0,177,198500
7.426549072397305,6,8,1972,2,1,483,1,987,0,2,0,1,0,0,0,0.0,0,1.5,250,118000
9.841612148818038,6,5,1976,3,2,796,1,1574,1,1,1,2,0,0,0,1.0,0,3.1,417,190000
9.27706400401909,5,7,1920,2,1,672,1,1344,0,1,0,1,0,0,0,0.0,0,1.0,346,147000
9.159047077588633,6,5,1963,3,1,1394,1,1394,1,1,2,2,0,0,0,0.0,0,2.1,261,159000
9.12150915826957,6,5,1962,3,4,1099,1,1431,0,1,1,1,0,0,0,1.0,0,1.3,174,165000
8.96187901267768,5,6,1954,2,1,1268,1,1268,0,1,1,1,0,0,0,0.0,0,1.0,98,132000
9.193194213141213,5,7,1959,2,1,1063,1,1287,1,2,1,2,0,0,0,0.0,1,1.6,563,162000
9.002208578282412,6,5,2000,3,1,953,1,1664,0,1,1,2,0,0,0,0.0,1,2.5,140,172400
9.748002649695733,4,4,1959,0,0,0,1,1588,0,1,1,2,0,0,0,0.0,0,2.0,59,134432
8.878358040627822,6,5,1984,3,1,744,1,752,1,1,0,1,0,0,0,0.0,0,1.6,443,125000
9.271811694064283,5,6,1953,2,1,608,1,1319,1,1,0,1,0,0,0,0.0,0,1.6,66,123000
9.011889433252344,7,5,2003,3,1,847,1,1928,0,2,1,2,0,0,0,0.0,1,2.5,148,219500
9.212338374638856,1,1,1922,1,4,683,0,904,1,0,0,0,0,0,0,0.0,0,1.1,0,61000
9.087720658428273,5,5,1996,3,3,870,1,914,0,1,0,2,0,0,0,1.0,1,1.0,0,148000
9.318566777047053,8,5,2004,3,1,1580,1,2466,0,2,1,2,0,0,0,0.0,1,3.0,373,340000
9.34084218004034,9,2,2010,4,3,1856,1,1856,1,3,1,3,0,0,1,1.0,1,2.1,113,394432
9.002454823050954,6,5,2000,3,1,982,1,1800,0,1,1,2,0,0,0,0.0,1,2.5,163,179000
8.517193191416238,5,6,1924,2,1,1026,1,1691,0,2,1,1,0,0,0,0.0,0,2.0,242,127000
8.881836305004146,7,5,2006,3,1,1293,1,1301,1,2,1,2,0,0,0,0.0,1,2.6,337,187750
9.131838143821225,7,5,2006,3,3,939,1,1797,0,2,0,2,0,0,0,0.0,1,2.5,197,213500
9.104979856318355,6,3,1928,1,1,784,0,784,0,1,0,2,0,0,0,0.0,0,1.0,91,76000
10.880064025283644,6,5,1992,3,3,1580,1,1953,1,2,2,2,0,0,0,1.0,1,3.1,447,240000
8.065265208897733,8,5,2004,3,1,1256,1,1269,0,2,1,2,0,0,0,1.0,1,2.0,310,192000
9.037176752966994,5,3,1910,2,1,658,1,1184,0,1,0,0,0,0,0,0.0,0,1.0,151,81000
8.881836305004146,6,6,1976,2,3,1041,1,1125,1,1,1,1,0,0,0,0.0,1,1.6,296,125000
9.146548238888405,7,5,1999,3,1,1468,1,1479,0,2,0,2,0,0,0,0.0,1,2.0,145,191000
9.431401757086068,10,5,2007,4,3,1682,1,2332,1,3,1,3,0,1,0,1.0,1,3.1,330,426000
9.036582045842717,5,8,1900,2,1,861,1,1367,1,1,0,1,0,0,0,0.0,1,1.6,242,119000
9.409928663668856,6,5,2001,4,1,804,1,1961,1,2,1,2,0,0,0,0.0,1,3.1,317,215000
9.028698584086984,5,7,1959,0,0,0,1,882,0,1,0,1,0,0,0,0.0,0,1.0,0,106500
8.91543225443266,4,5,1941,2,1,788,1,788,0,1,2,0,0,0,0,0.0,0,1.0,0,100000
9.223651386035854,5,6,1940,2,1,735,1,1034,0,1,0,1,0,0,0,0.0,0,1.0,39,109000
9.166492972195906,5,6,1956,2,3,1144,1,1144,1,1,0,1,0,0,0,0.0,0,1.6,44,129000
8.881836305004146,5,5,1972,2,3,894,1,894,0,1,0,2,0,0,0,0.0,0,1.0,215,123000
8.934586870389676,5,5,1962,2,1,864,1,1812,0,1,1,1,0,0,0,0.0,0,2.0,168,169500
9.101306450952046,5,2,1920,1,1,961,1,1077,0,1,0,1,0,0,0,0.0,0,1.0,0,67000
9.002701007197938,7,5,2006,3,1,1092,1,1550,1,2,0,2,0,0,0,1.0,1,2.6,168,241000
9.61333576618342,8,5,1996,3,1,1260,1,1288,1,3,2,2,0,0,0,1.0,1,2.1,374,245500
9.078749951588586,7,5,2005,3,3,1310,1,1310,0,2,1,2,0,0,0,1.0,1,2.0,0,164990
9.230142999272363,5,8,1940,2,1,672,1,672,0,1,0,1,0,0,0,0.0,1,1.0,168,108000
9.400133943608838,8,5,1998,3,1,1141,1,2263,0,2,1,2,0,0,0,0.0,0,2.5,267,258000
9.246093541682,6,5,1995,3,1,806,1,1572,0,1,1,2,0,0,0,0.0,0,2.5,40,168000
9.209439966733019,4,4,1976,2,1,1281,1,1620,1,1,1,2,0,0,0,0.0,1,2.6,198,150000
9.257223957875034,6,5,1936,2,1,1064,1,1639,0,1,0,1,0,0,0,0.0,1,1.0,0,115000
9.653486547052037,6,7,1915,3,1,840,1,1680,0,1,0,1,1,0,0,0.0,1,2.0,160,177000
9.557752548635731,7,5,2006,4,1,1063,1,2172,0,2,1,3,0,1,0,0.0,1,2.5,254,280000
9.287301413112312,8,5,2007,4,1,1034,1,2078,1,3,1,3,0,0,0,1.0,1,3.1,102,339750
9.166492972195906,5,3,1958,2,1,1276,1,1276,0,1,0,1,0,0,0,0.0,0,1.0,0,60000
10.453053004618047,5,5,1955,2,2,1056,0,1056,1,1,0,2,0,0,0,0.0,0,1.6,264,145000
8.390041405755753,7,5,2009,4,3,1470,1,1478,1,2,1,2,0,0,0,1.0,1,3.1,144,222000
9.100525505968976,5,6,1927,2,1,1008,1,1028,0,1,1,2,0,0,0,0.0,0,1.0,130,115000
9.326165937481774,7,5,1993,3,1,1080,1,2097,0,2,1,3,0,0,0,0.0,1,2.8,383,228000
9.093694189856864,7,5,2007,3,3,1340,1,1340,0,2,0,2,0,0,0,1.0,1,2.0,130,181134
8.967504187316237,6,7,1978,2,1,672,1,1400,0,1,1,2,0,0,0,0.0,0,1.5,0,149500
10.017708696626151,6,6,1918,3,1,1370,0,2624,1,1,1,3,1,0,0,0.0,0,3.1,0,239000
9.006999447958153,5,6,1940,2,1,756,0,1134,1,1,0,1,0,0,0,0.0,0,2.1,0,126000
9.04192172035122,5,6,1968,2,1,1056,1,1056,1,1,1,1,0,0,0,0.0,1,1.6,269,142000
8.862200330487287,7,5,1997,3,4,1344,1,1344,2,1,0,4,0,0,0,1.0,1,3.2,0,206300
9.719264188452577,6,7,1977,3,1,1602,1,1602,0,2,1,2,0,0,0,0.0,0,2.3,240,215000
9.98736903651683,5,5,1954,2,1,988,1,988,0,1,0,2,0,0,0,0.0,1,1.0,0,113000
9.126958763037134,8,5,1998,3,1,1470,1,2630,1,2,1,3,0,0,0,1.0,0,3.1,66,315000
9.104979856318355,6,5,1956,3,1,1196,1,1196,1,1,1,1,0,0,0,0.0,0,1.6,44,139000
8.125039097367745,7,8,1946,2,1,651,1,1389,0,1,2,1,0,0,0,0.0,0,1.5,126,135000
9.457200449907708,7,5,1989,3,4,1518,1,1644,1,2,1,2,0,0,0,1.0,0,2.9,476,275000
9.058703197313225,4,6,1957,2,1,907,1,907,0,1,0,1,0,0,0,0.0,1,1.0,0,109008
8.819073983267831,7,5,2007,3,1,1208,1,1208,1,2,0,2,0,0,0,1.0,1,2.6,159,195400
9.346356175893623,6,5,1988,3,2,1392,1,1412,1,2,1,2,0,0,0,1.0,0,2.6,169,175000
7.426549072397305,6,5,1971,2,1,483,1,987,0,1,0,1,0,0,0,0.0,0,1.5,0,85400
8.628018746505122,6,7,1920,2,1,901,1,1198,0,1,0,0,0,0,0,0.0,0,1.0,98,79900
7.560080465021827,5,5,1971,2,1,765,1,1365,1,1,0,2,0,0,0,0.0,1,2.1,276,122500
9.29090601981575,6,5,1997,3,1,926,1,1604,0,1,1,2,0,0,0,0.0,1,2.5,36,181000
7.544332108053688,4,7,1972,3,3,630,1,630,1,1,0,0,0,0,0,0.0,0,1.6,88,81000
9.274910142625485,7,6,1996,3,3,799,1,1661,1,2,1,2,0,0,0,1.0,1,3.1,219,212000
8.389359819906353,6,8,1920,1,1,648,1,1118,0,1,0,2,0,0,0,0.0,0,1.0,0,116000
8.699514748210191,6,7,1926,2,1,884,1,904,0,1,0,1,0,0,0,0.0,0,1.0,105,119000
8.361708288575842,5,6,1913,2,1,440,0,694,0,2,1,1,1,0,0,0.0,0,1.0,34,90350
9.421735176255844,6,8,1920,2,2,684,1,1196,0,2,0,2,0,0,0,0.0,0,1.0,46,110000
9.644133752071204,10,5,2008,4,4,3094,1,2402,1,3,2,3,0,1,0,1.0,1,2.6,242,555000
9.401621670141607,4,4,1955,2,1,1440,0,1440,0,0,0,0,0,0,0,0.0,0,2.0,0,118000
8.738735461363474,5,7,1930,2,1,1078,1,1573,0,1,1,2,0,0,0,0.0,0,2.0,0,162900
8.274357006756292,7,5,2006,4,3,1258,1,1258,0,2,1,3,0,0,0,0.0,1,2.0,160,172500
9.07680897935166,7,5,1994,3,1,915,1,1908,1,2,1,2,0,0,0,1.0,1,3.1,277,210000
9.195734219586821,6,5,1956,2,1,1436,1,1689,0,1,1,2,0,0,0,0.0,0,1.0,0,127500
9.710630693826788,6,6,1966,2,1,1517,1,1888,0,2,1,2,0,0,0,0.0,1,2.5,0,190000
9.324918276683619,7,5,1998,3,1,930,1,1886,0,2,1,2,0,0,0,0.0,0,2.5,89,199900
9.0595174822416,6,6,1937,2,1,780,1,1376,0,1,1,1,0,0,0,0.0,0,2.0,0,119500
8.699514748210191,3,7,1948,2,1,649,1,1183,0,1,0,1,0,0,0,0.0,1,1.5,176,120000
8.64541048921699,6,8,1930,2,1,813,1,813,0,2,0,1,0,0,0,0.0,1,1.0,113,110000
9.138092207768556,6,5,1996,4,1,872,1,1756,1,1,0,2,0,0,0,0.0,1,3.1,266,204000
9.104979856318355,8,5,2008,3,1,768,1,1590,0,2,0,2,0,0,0,0.0,1,2.5,30,210000
9.137447046455858,5,5,1976,2,1,1728,1,1728,2,1,0,2,0,0,0,0.0,0,3.2,0,188000
9.169518377455928,7,6,1973,2,1,1242,1,1242,0,1,1,2,0,0,0,0.0,0,1.5,0,175500
8.427487278331744,5,5,1916,2,1,624,0,1344,0,1,0,3,0,0,0,0.0,0,1.0,96,98000
10.88232106538262,4,6,1954,3,4,1364,1,1663,1,2,2,2,0,0,0,0.0,1,1.6,361,256000
8.536995818712418,8,7,1925,2,1,588,1,1666,0,2,1,1,0,0,0,0.0,0,1.0,255,161000
8.855805992536563,5,4,1950,2,1,709,1,1203,1,2,1,1,0,0,0,0.0,0,1.6,248,110000
8.987696695703624,8,5,2009,3,1,832,1,1935,1,1,0,2,0,0,0,1.0,1,3.1,150,263435
8.881836305004146,7,9,1936,3,1,560,1,1135,1,2,0,2,0,0,0,0.0,1,1.6,256,155000
9.0217190130337,5,5,1965,2,1,864,1,864,0,1,1,1,0,0,0,0.0,0,1.0,236,62383
9.391661428436556,6,7,1934,2,1,715,1,1660,0,1,1,1,1,0,0,0.0,0,1.5,0,188700
9.039552050995901,5,5,1978,3,1,1040,1,1040,0,1,0,0,0,0,0,0.0,0,2.0,0,124000
8.030084094267563,7,5,2004,3,1,1375,1,1414,0,2,1,2,0,0,0,0.0,1,2.0,164,178740
9.271247306879703,7,5,1970,2,4,1277,1,1277,1,1,1,2,0,0,0,1.0,0,1.6,176,167000
9.156939595249069,5,7,1942,2,1,728,1,1644,0,2,2,1,0,0,0,0.0,1,1.5,168,146500
9.343821763350665,8,5,2006,3,1,1626,1,1634,0,2,1,3,0,1,0,0.0,1,2.0,44,250000
9.136801468641313,6,5,1993,3,1,832,1,1710,0,2,0,2,0,0,0,1.0,1,2.5,214,187000
8.827614750837506,8,5,1985,3,3,1488,1,1502,1,2,0,2,0,0,1,1.0,0,2.1,194,212000
9.388653907372598,7,6,1977,3,1,808,1,1969,0,1,1,2,0,0,0,0.0,0,2.5,276,190000
8.209308411646937,6,5,2005,3,4,547,1,1072,1,1,0,2,0,0,0,1.0,1,1.6,28,148000
9.614270969992397,8,5,2006,4,4,1976,1,1976,1,2,1,3,0,1,0,1.0,1,2.6,313,440000
8.58110651715989,8,5,2000,3,3,1494,1,1652,1,3,0,2,0,0,1,1.0,1,2.6,144,251000
9.045465728785947,5,6,1963,2,1,970,1,970,1,1,0,2,0,0,0,1.0,0,1.6,216,132500
9.482274087459825,6,5,1997,3,4,1478,1,1493,1,2,1,2,0,0,0,1.0,1,2.6,179,208900
9.524640032332234,9,5,2006,3,3,2153,1,2643,0,3,1,3,0,1,0,0.0,1,2.5,498,380000
9.272093768251665,8,5,2007,4,4,1705,1,1718,1,2,1,3,0,0,0,1.0,1,2.6,252,297000
8.686935966003333,4,7,1937,1,1,907,1,1131,0,1,0,2,0,0,0,0.0,0,1.0,72,89471
9.682404377188837,9,5,2004,4,4,1833,1,1850,1,2,1,3,0,1,0,1.0,1,2.6,631,326000
9.37974553683691,9,5,2003,4,4,1792,1,1792,1,3,1,3,0,1,0,1.0,1,2.6,255,374000
7.824046010856294,7,8,1915,2,1,910,1,1826,1,3,1,1,0,0,0,0.0,1,2.1,0,155000
8.411832675758411,6,5,1998,4,1,1216,1,1216,1,1,0,2,0,0,0,1.0,1,2.6,125,164000
8.956479847999912,5,7,1962,2,1,999,1,999,1,2,0,1,0,0,0,0.0,0,1.6,132,132500
9.169518377455928,5,7,1950,2,1,1113,1,1113,0,2,1,1,0,0,0,0.0,0,1.0,200,147000
9.23883064237581,5,7,1965,2,1,1073,1,1073,1,1,0,2,0,0,0,0.0,0,2.1,0,156000
9.412709624073916,5,6,1971,3,3,1484,1,1484,0,1,1,2,0,0,0,0.0,0,2.0,404,175000
9.287301413112312,5,4,1900,2,1,954,0,2414,0,1,1,2,0,0,0,0.0,0,2.0,142,160000
7.330405211844402,4,8,1970,3,3,630,1,630,1,2,0,1,0,0,0,1.0,0,1.6,0,86000
7.887959336599945,5,6,1976,3,2,264,1,1304,0,1,1,1,0,0,0,0.0,0,1.5,165,115000
9.157993891603974,6,7,1941,2,1,806,1,1578,1,0,2,1,0,0,0,0.0,0,1.6,32,133000
9.653614941479896,6,5,2006,3,1,728,1,1456,0,1,0,2,0,0,0,0.0,0,2.5,0,172785
8.97853441008332,5,6,1960,2,1,1269,1,1269,0,1,1,1,0,0,0,0.0,0,1.5,0,155000
8.6628507638386,5,8,1938,1,1,190,1,886,0,1,0,1,0,0,0,0.0,0,1.0,244,91300
8.971956271245688,4,5,1920,2,1,720,0,720,0,1,0,0,0,0,0,0.0,0,1.0,638,34900
9.448727152703086,8,5,1992,3,1,3200,1,3228,1,2,1,2,0,0,0,1.0,1,3.6,630,430000
9.118225083068376,7,6,1925,2,1,1026,1,1820,1,1,0,1,0,0,0,0.0,1,2.6,100,184000
8.96187901267768,5,7,1967,2,1,864,1,899,0,2,0,1,0,0,0,0.0,1,1.0,64,130000
8.927314111060596,5,7,1958,2,1,912,1,912,0,1,0,1,0,0,0,0.0,0,1.3,297,120000
7.544332108053688,6,5,1973,2,1,672,1,1218,0,1,0,1,0,0,0,0.0,0,1.5,172,113000
9.190443740261726,7,5,2005,3,1,866,1,1768,0,2,0,2,0,0,0,1.0,0,2.5,108,226700
